,Pos,frequency,gen,New_freq,Noisy_freq
0,2,0.00015766151952491863,5,0.0004,0.0004
1,5,0.00016186315900464362,5,0.0004,0.0005
2,8,0.0001736677651619662,5,0.0004,0.0005
3,11,0.00016136296382848587,5,0.0004,0.0004
4,13,0.0001753684287609025,5,0.0004,0.0005
5,14,0.00016786550111853646,5,0.0004,0.0004
6,17,0.00015456030943274064,5,0.0004,0.0004
7,20,0.00017216717963349298,5,0.0004,0.0004
8,23,0.00015476038750320375,5,0.0004,0.0004
9,26,0.0001643641348854323,5,0.0004,0.0004
10,29,0.00017286745288011383,5,0.0004,0.0005
11,32,0.00016656499366052632,5,0.0004,0.0005
12,35,0.00016546456427297932,5,0.0004,0.0004
13,38,0.00016976624278793585,5,0.0004,0.0005
14,41,0.00015175921644625733,5,0.0004,0.0005
15,43,0.0001529596848690359,5,0.0004,0.0004
16,44,0.00016876585243562038,5,0.0004,0.0005
17,47,0.0001514590993405627,5,0.0004,0.0005
18,50,0.00016556460330821086,5,0.0004,0.0004
19,52,0.00016976624278793585,5,0.0004,0.0005
20,53,0.00017686901428937572,5,0.0004,0.0005
21,56,0.00016116288575802277,5,0.0004,0.0004
22,59,0.00016526448620251622,5,0.0004,0.0005
23,62,0.00017206714059826144,5,0.0004,0.0005
24,65,0.00016196319803987516,5,0.0004,0.0005
25,68,0.00017646885814844954,5,0.0004,0.0004
26,71,0.0001666650326957579,5,0.0004,0.0004
27,72,0.00016516444716728468,5,0.0004,0.0004
28,74,0.00015015859188255258,5,0.0004,0.0004
29,77,0.00015706128531352935,5,0.0004,0.0004
30,80,0.00016266347128649598,5,0.0004,0.0004
31,83,0.00016866581340038884,5,0.0004,0.0005
32,84,0.0001609628076875597,5,0.0004,0.0004
33,86,0.0001645642129558954,5,0.0004,0.0004
34,89,0.00016996632085839895,5,0.0004,0.0004
35,92,0.00015816171470107635,5,0.0004,0.0004
36,95,0.00014715742082560616,5,0.0004,0.0005
37,98,0.000154260192327046,5,0.0004,0.0004
38,101,0.00016296358839219062,5,0.0004,0.0004
39,103,0.0001622633151455698,5,0.0004,0.0004
40,104,0.0001776693265712281,5,0.0004,0.0004
41,107,0.0001666650326957579,5,0.0004,0.0004
42,110,0.00016336374453311683,5,0.0004,0.0004
43,111,0.00017486823358474476,5,0.0004,0.0005
44,112,0.00017036647699932513,5,0.0004,0.0005
45,113,0.00016006245637047577,5,0.0004,0.0005
46,116,0.000158461831806771,5,0.0004,0.0005
47,119,0.0001620632370751067,5,0.0004,0.0004
48,122,0.00015436023136227757,5,0.0004,0.0004
49,124,0.00016126292479325433,5,0.0004,0.0005
50,125,0.00015966230022954956,5,0.0004,0.0005
51,126,0.00017036647699932513,5,0.0004,0.0004
52,128,0.0001641640568149692,5,0.0004,0.0005
53,130,0.00016726526690714717,5,0.0004,0.0005
54,131,0.0001658647204139055,5,0.0004,0.0005
55,134,0.00015696124627829778,5,0.0004,0.0004
56,137,0.00017326760902104,5,0.0004,0.0004
57,140,0.00015546066074982457,5,0.0004,0.0004
58,143,0.0001755685068313656,5,0.0004,0.0004
59,144,0.00018077053666340606,5,0.0004,0.0005
60,146,0.00016106284672279123,5,0.0004,0.0005
61,149,0.0001586619098772341,5,0.0004,0.0004
62,150,0.0001510589431996365,5,0.0004,0.0004
63,152,0.0001698662818231674,5,0.0004,0.0005
64,155,0.0001635638226035799,5,0.0004,0.0004
65,158,0.00017016639892886205,5,0.0004,0.0004
66,161,0.00016776546208330492,5,0.0004,0.0004
67,162,0.00014865800635407937,5,0.0004,0.0004
68,164,0.00017526838972567097,5,0.0004,0.0005
69,166,0.0001681656182242311,5,0.0004,0.0005
70,167,0.00016386393970927455,5,0.0004,0.0005
71,170,0.00016166308093418051,5,0.0004,0.0004
72,173,0.00017056655506978823,5,0.0004,0.0004
73,176,0.00017036647699932513,5,0.0004,0.0004
74,178,0.00015365995811565672,5,0.0004,0.0004
75,179,0.00017216717963349298,5,0.0004,0.0005
76,182,0.00016006245637047577,5,0.0004,0.0004
77,185,0.00016166308093418051,5,0.0004,0.0005
78,188,0.00017706909235983882,5,0.0004,0.0004
79,189,0.00016696514980145253,5,0.0004,0.0004
80,191,0.00015906206601816027,5,0.0004,0.0004
81,194,0.00017066659410501977,5,0.0004,0.0004
82,197,0.0001700663598936305,5,0.0004,0.0004
83,200,0.00016876585243562038,5,0.0004,0.0004
84,201,0.00016476429102635847,5,0.0004,0.0004
85,203,0.00016506440813205311,5,0.0004,0.0005
86,206,0.00015796163663061327,5,0.0004,0.0004
87,209,0.00015255952872810972,5,0.0004,0.0005
88,212,0.00016746534497761028,5,0.0004,0.0004
89,215,0.00015225941162241507,5,0.0004,0.0004
90,218,0.00016006245637047577,5,0.0004,0.0005
91,219,0.00016386393970927455,5,0.0004,0.0005
92,221,0.00016026253444093884,5,0.0004,0.0005
93,224,0.00016496436909682158,5,0.0004,0.0005
94,227,0.00016846573532992574,5,0.0004,0.0004
95,230,0.0001738678432324293,5,0.0004,0.0005
96,233,0.00018197100508618463,5,0.0004,0.0005
97,236,0.00016596475944913704,5,0.0004,0.0004
98,239,0.0001641640568149692,5,0.0004,0.0005
99,242,0.00017806948271215428,5,0.0004,0.0005
